Gene.symbol	logFC	P.Value	adj.P.Val
RCN1	0.7381336091999398	4.586787109603485e-44	2.999817669033612e-43
CRADD	-0.5401253505946197	4.93143868688163e-44	3.222637839566833e-43
DONSON	0.5453005414588068	5.059972442012019e-44	3.303983608169547e-43
AMT	-0.810304831640539	6.130706122591583e-44	3.99992987934338e-43
ADA	0.7520252464284578	6.198703965487371e-44	4.041059089180527e-43
UBE2S	0.752860477911165	6.552249656429895e-44	4.268128093544941e-43
EIF4EBP2	-0.5225191766648019	6.571596065378708e-44	4.2773112090072754e-43
GOLT1B	0.48470595738915456	7.006309736429794e-44	4.556617561226368e-43
MANF	0.5662868729703714	7.185091482266069e-44	4.669163515868117e-43
MPHOSPH10	0.38332938255387994	7.317384737939502e-44	4.751344082029403e-43
STX16	0.8123914080784136	7.829112152791542e-44	5.079572844991901e-43
NOP2	0.6346512122829502	8.832207343087906e-44	5.725827974448954e-43
ACOT11	-0.7498421190830786	9.031984529073499e-44	5.8506869576645426e-43
DNAJB1	0.6393420856221734	9.778114069323745e-44	6.328979471876029e-43
FEM1C	-0.6318264119374	1.165353874988064e-43	7.536879942283917e-43
TRAF3IP2	-0.5234372731877626	1.175806930018006e-43	7.598454141726195e-43
POT1	0.4633047395569365	1.2311578102185638e-43	7.94984547977106e-43
CNGA1	-0.7944031298149854	1.362285818983286e-43	8.789601851856529e-43
PDIA6	0.5505331383489409	1.389471773162065e-43	8.957915727450686e-43
MIPEP	0.5486875812421736	1.4313323586118025e-43	9.220495960733264e-43
NRIP1	-0.5063468670106381	1.6045364364878651e-43	1.0328094329336186e-42
GOLM1	-0.73499205153826	1.7413966070213743e-43	1.1200190174125634e-42
ERO1A	0.6805589018191824	1.856925592792768e-43	1.1933822283650052e-42
EIF4A1	0.37152742748850365	1.8715811429527497e-43	1.2018530129174119e-42
DEF8	0.5579194143683388	2.0428585082141314e-43	1.3108074002706265e-42
S100A2	1.0090007144665787	2.2109266140926796e-43	1.4175327284218132e-42
MCFD2	0.48746828941045717	2.275875517175325e-43	1.4580274834482486e-42
ZER1	-0.4801504492354214	2.3774596851820595e-43	1.5219103672072743e-42
PITPNC1	0.6286700322551733	2.722125659686763e-43	1.7411775510822158e-42
TFAP4	0.527779091414077	2.7627101125355627e-43	1.7657509574158667e-42
BUB1B	0.7622771179264154	3.291260500476843e-43	2.1019186378045295e-42
MARCHF3	-0.8341762465565745	3.362610376143875e-43	2.1458035986841378e-42
ZNF146	0.42265624885422426	3.3662304448058963e-43	2.146432855612148e-42
CRK	-0.4701056151582712	3.667288344361075e-43	2.3365701890694603e-42
PAPSS1	0.5049234635517781	3.9030305405608275e-43	2.484827802736733e-42
NAP1L4	0.35194989713189884	3.936715629369897e-43	2.504316601384488e-42
H2AX	0.5459965393009742	3.948930692626642e-43	2.5101276298139237e-42
VPS26C	-0.5046623074440095	4.0072074129589975e-43	2.5451857527827647e-42
PANK3	-0.8451010220332185	4.319447259057095e-43	2.7406268206122347e-42
ATG101	0.34946489324200236	4.321641262101757e-43	2.7406268206122347e-42
PCDH17	0.7058063310174232	4.355061784008943e-43	2.7596732875496796e-42
TNFRSF10B	0.8795099051705524	5.151656144256538e-43	3.261914989863755e-42
TULP3	0.5551496107121237	5.1975943097946524e-43	3.288446896779241e-42
ADAM28	-0.6624885169671799	5.655148163304665e-43	3.575159222868093e-42
NIT1	-0.42408417489638595	6.448586174811255e-43	4.07360687895635e-42
TAF1D	0.6296869018661253	6.76399656700137e-43	4.269543611502259e-42
BANF1	0.4602054633090944	7.035289243936702e-43	4.437350777774008e-42
AZIN1	0.5279376636146029	7.509706235854489e-43	4.732915399534279e-42
RNF14	-0.4173231813577001	7.950263940396892e-43	5.0067002202700367e-42
GTF3C5	0.41129504078573476	8.05917731257185e-43	5.0713695691233985e-42
STK3	0.6132620997993676	8.959483238565282e-43	5.6335516135083705e-42
PLXNA2	-0.5029648940192502	9.858372446465913e-43	6.193976643504297e-42
NOC4L	0.4229074623745479	9.914851411608298e-43	6.224662877750079e-42
FNBP1	-0.9219311138814303	1.0605647792615004e-42	6.653227395074647e-42
FLAD1	0.4533550340380952	1.0921766125994654e-42	6.846267089286957e-42
BCL2L1	0.6181422420506415	1.171777377473308e-42	7.339595579577239e-42
PFDN6	0.47438795740260176	1.2093394928915056e-42	7.569053400593609e-42
HLCS	0.45151111169738023	1.2768641062982713e-42	7.985545358576065e-42
PPP3CB	-0.5731157933936277	1.3972669603515046e-42	8.731846978454303e-42
SLC35C2	0.4899123709978479	1.4862500737998e-42	9.280806016394306e-42
CHD4	0.4449526237396775	1.56790863817004e-42	9.783221663436184e-42
F12	0.7180798529816368	1.597593745467404e-42	9.960819764203423e-42
SGSM3	-0.39809256271735016	1.6462086918766045e-42	1.0256081521485053e-41
SNRPD2	0.3905369931291993	1.908885412940138e-42	1.1883504377424892e-41
PPT1	0.6277523445359261	1.9432291258683416e-42	1.2088071867710775e-41
BRD7	0.3844329312484156	2.05331948479464e-42	1.276315826208354e-41
YARS2	0.5000241712571434	2.082969372771069e-42	1.2937589495969087e-41
GNAQ	-0.5685097325829549	2.091288408768822e-42	1.2979367283364152e-41
KHSRP	0.48538219843065633	2.1088289283836768e-42	1.307827011978583e-41
POLR2F	0.4451785548789058	2.1145752936986656e-42	1.3103934652737967e-41
ACADSB	-0.4812754474027052	2.535247787801458e-42	1.5698886187533498e-41
GDPD3	-1.1096198267989923	2.605049373189181e-42	1.6118866622717265e-41
EIF2AK1	0.44787923482739167	2.617401166387976e-42	1.6183006149389692e-41
RCC1	0.4660788996920351	2.6642144028416983e-42	1.6459956913386657e-41
NUMB	-0.41923619055736605	2.7140349731219347e-42	1.6755053784826248e-41
YEATS4	0.5573057051907302	2.7431601858664785e-42	1.6922038118566187e-41
ZNF350	-0.590342236529172	2.784143228999864e-42	1.7161863217186e-41
NDE1	0.557007873241993	2.974065007808651e-42	1.8318711828142626e-41
ATP5PO	-0.3706377936759555	3.0321118163166296e-42	1.8662144404202577e-41
ATOSB	-0.627891636811829	3.979768044182319e-42	2.447632437135224e-41
ATP11A	0.8116477914551492	4.0364612536443904e-42	2.4806276588196184e-41
PIERCE1	0.5835444245715165	4.057027082700029e-42	2.4913876184568604e-41
ALDH6A1	-0.5970885006284217	4.0911902535294575e-42	2.5104751036153274e-41
CEP41	0.4169402171307448	4.411982044018809e-42	2.705285302987906e-41
PPM1A	-0.44325932629202924	4.474016878233368e-42	2.741260416595768e-41
RPS6KA1	-0.7074399803847307	4.814106889186878e-42	2.947419762583311e-41
NOS3	0.5957457335433194	4.845400624391555e-42	2.9643520786912e-41
CLSTN1	-0.5036807651673874	5.3628945446379004e-42	3.278486694992817e-41
MAP3K20	0.8789373361059019	5.614038676656166e-42	3.429445365522571e-41
VCAN	1.1852458506781751	5.7357274094876355e-42	3.501156753551666e-41
CUL1	0.37311366561221426	5.965872554401757e-42	3.63891432977694e-41
ATP1B3	-0.6229545893688844	6.187991515091201e-42	3.771573886049229e-41
PALS1	-0.6206394410120568	6.260863563952731e-42	3.8131373081203893e-41
LYN	0.6142404234317684	6.403278109038784e-42	3.8969614122895484e-41
MTMR11	-0.7648960446826667	7.279849390311721e-42	4.4271263195261357e-41
TNFAIP1	0.3667685716100495	7.413320683677214e-42	4.504932904644714e-41
GCOM1	-0.6176702732846389	7.569349225612168e-42	4.596320926938416e-41
MPI	-0.5209034875397371	7.665969675596037e-42	4.65152545691974e-41
PODXL2	0.663836077012677	8.569116891432835e-42	5.195664698533197e-41
DOK4	-0.7300640004622583	8.968578016461497e-42	5.433824703059088e-41
TIMM9	0.47605816370335496	9.388428133263679e-42	5.683974803712163e-41
TAF2	0.4436357606159209	9.797912534238829e-42	5.927482497513898e-41
AVPI1	-0.6783849256047336	9.996557884306172e-42	6.043171379763428e-41
CLDN7	-0.8684671090331744	1.0515419300666376e-41	6.352123934850281e-41
ZNHIT6	0.43573938296506753	1.0851307082126343e-41	6.550170474981301e-41
CHMP2B	-0.48190292914266664	1.0963620740533962e-41	6.61306775829839e-41
SCARB1	0.5275875817491604	1.1904989670199997e-41	7.175574025329866e-41
UGT1A4	-1.3276367552788857	1.2073019808596526e-41	7.271473645251521e-41
LRFN4	0.500960277794535	1.246364642164226e-41	7.501200494088831e-41
SNAPC4	0.46777383102374603	1.2746221943774734e-41	7.665606097403712e-41
DNAJC10	0.591672149179999	1.2856807496564983e-41	7.726410345833927e-41
ADO	0.3556704569341207	1.3363791013837e-41	8.025168236680746e-41
NEMP1	0.604515188055716	1.4186350912276963e-41	8.512855197654269e-41
DPY19L4	0.4331507808129169	1.443564401063567e-41	8.656075279078004e-41
UBL4A	0.480743907054773	1.5495725859741196e-41	9.284902208164045e-41
G6PC3	0.41894055175701794	1.7140721662631132e-41	1.0263022838264592e-40
CD164	-0.7216108299945336	1.8131121102691693e-41	1.0848054762542924e-40
CXCL6	1.2187747051650888	1.8767089216269517e-41	1.1220323552705819e-40
RHOC	-0.6008812994758213	1.9425761318876855e-41	1.1605610629584126e-40
RAB9A	-0.49325354417428	2.0716635306450705e-41	1.236775539284006e-40
COMP	1.194583004377682	2.0939303192717257e-41	1.249153599688528e-40
SCAMP3	0.40393881048315805	2.0991573764537848e-41	1.2513557762049665e-40
PLGRKT	-0.592711597718413	2.2105011250585218e-41	1.3167670810016004e-40
ELOVL5	0.8311087136909645	2.372464464992766e-41	1.4122142385117641e-40
CDKN1A	-0.8841976828589555	2.431047685405642e-41	1.4460297509759544e-40
SEC61A1	0.5237149582681067	2.452571234409847e-41	1.4577682705474721e-40
ASNSD1	0.4617761524760864	2.5202387476688305e-41	1.4968442993662804e-40
LPCAT3	-0.6262689359810549	2.5219870205300073e-41	1.4968442993662804e-40
KRI1	0.38769193112524203	2.6247019166221163e-41	1.5566736476385464e-40
INHBA	0.7552674434069466	2.6492738054434494e-41	1.5701041629497213e-40
CHN1	0.9443586981668108	2.84001420630105e-41	1.6819241109845392e-40
MAP1S	0.4041091914100914	3.0626540293178225e-41	1.8124595268635392e-40
STOML2	0.3738899049183093	3.1128009731089613e-41	1.840769034488279e-40
GEMIN4	0.49067826785304014	3.1150085882431423e-41	1.840769034488279e-40
NLE1	0.43593061708213643	3.1336227756575037e-41	1.8504269564371736e-40
SSX2IP	0.617787892449785	3.1596055190694037e-41	1.864418926495045e-40
PTBP1	0.3829786607038379	3.3844658150429617e-41	1.9956593290003687e-40
NUP155	0.5205001700999654	3.4555069571033105e-41	2.0360756466691885e-40
MYL12B	-0.36342346767060896	3.613829325903946e-41	2.127824796010929e-40
ASCC1	0.38321021930999954	3.6845671623092885e-41	2.167908866834541e-40
MNAT1	0.5374506696402124	4.036967356566906e-41	2.373538743770831e-40
GABPB1	0.37140962561686663	4.631203718665564e-41	2.7209573975058172e-40
SPATS2L	-0.4615053571480665	4.678541500451068e-41	2.7467892425919133e-40
CENPQ	0.529685615197983	4.859773255487062e-41	2.8511369516892777e-40
SNRPG	0.48774413110982984	5.257074450114795e-41	3.0820071722291705e-40
CHGB	-0.9400406358847357	5.323277107378208e-41	3.1185754959040274e-40
NCBP2	0.4507517185104728	5.466587562713856e-41	3.2002314690054034e-40
SKA1	0.709184770353227	5.720891522552665e-41	3.3467010062657337e-40
RINT1	0.40668530344286324	5.789759047700699e-41	3.384558570998063e-40
DUSP2	0.8384303424204145	6.098932890941363e-41	3.5627386471886143e-40
TBCA	0.36691536856743134	6.207689022375364e-41	3.623671765282009e-40
DCPS	0.5199295733779392	6.768405325640873e-41	3.94815569066911e-40
TMEM123	0.6665447339404995	6.830806096701846e-41	3.9817052133063905e-40
NOL6	0.4602122473126533	7.221054572163243e-41	4.20617396058315e-40
TMEM50A	-0.41982006387380544	7.233009297601524e-41	4.210128054725344e-40
CEP70	-0.6680498974586069	7.358392495906522e-41	4.280052851473394e-40
SPINK5	-1.5529594692319808	7.453208730931138e-41	4.33211112327802e-40
NFKBIE	0.4604170002711463	7.659514021601592e-41	4.4488510165382305e-40
PSMB1	0.3319146934021031	7.700774199357553e-41	4.469630267134238e-40
AHSA1	0.4077930280739608	7.966801329846703e-41	4.620744771311088e-40
TIPIN	0.6274273402484196	7.976911453604313e-41	4.623318025278916e-40
VTI1B	-0.40645910573288724	8.260570350711376e-41	4.7843203829386636e-40
TRAIP	0.4357795460431646	8.767406823867767e-41	5.074261236342219e-40
EDAR	1.1146813844305186	8.897490213028284e-41	5.145894091268097e-40
CASP2	0.5451510249704112	9.129110707084645e-41	5.2761080249668634e-40
BDH2	-0.5710943013554974	9.784706153283416e-41	5.6509971965348375e-40
RPL24	0.24684338135739203	1.1348129902341286e-40	6.5492854514291175e-40
ASTE1	-0.4534635296081202	1.1784255186504983e-40	6.796170949386349e-40
CWF19L1	0.38066880881192944	1.312657653757286e-40	7.564955601462605e-40
KDELR3	0.8267997049639284	1.34283110276452e-40	7.733378555779556e-40
LAGE3	0.4932696194135344	1.356157992644068e-40	7.804612628570981e-40
HERPUD1	-0.5686724858474435	1.3988091476610202e-40	8.044386552074561e-40
ME2	-0.6009501209400128	1.450672356964345e-40	8.336762367350104e-40
ELMO2	0.4466078571784591	1.465889097855374e-40	8.418273614110954e-40
TRIP4	-0.33233107239307813	1.5312943788198071e-40	8.78768865704409e-40
SH3GL1	0.39371248188569297	1.6499925603383768e-40	9.462202233777222e-40
H2BC5	-1.0199411398812082	1.8896615632958188e-40	1.0829009901053184e-39
SMG9	0.373373291108857	1.9324693377593876e-40	1.1066544366409872e-39
PPME1	0.39185014036611765	1.982064481883469e-40	1.134258670145252e-39
ANAPC10	0.4514782715311014	2.1370917366693143e-40	1.2221165306749644e-39
HNRNPD	0.5209382287225282	2.179386636755171e-40	1.2454292919297256e-39
SLC20A2	-0.6140313278020599	2.256679200880552e-40	1.2886950811475556e-39
C1GALT1	0.5432430581601935	2.263678913161308e-40	1.2917870772655111e-39
TPSAB1	-1.3443439223855638	2.3266916497871398e-40	1.3268166727862422e-39
EVPL	0.5405006513584016	2.560117100905597e-40	1.4589086891803995e-39
TMEM127	-0.35729340825565004	2.972977060248323e-40	1.6929972092217737e-39
MKI67	0.7418444934235078	3.10891525541408e-40	1.7691725151095906e-39
PROCR	0.8890352240996737	3.2196516664064954e-40	1.830910078823903e-39
BAALC	-0.32925771485593014	3.233779310649943e-40	1.8376616180255502e-39
PDGFRB	0.9599713282054667	3.45873516658546e-40	1.9641277263069628e-39
ILF3	0.5079671789737521	3.770956498800317e-40	2.139939032640932e-39
NCAPG	0.6482122844866769	3.932296531872408e-40	2.2299432455273664e-39
ARRB1	-0.5461923246022149	4.186017246833778e-40	2.372173473188349e-39
NARS2	0.5157600191726184	4.4081787544018755e-40	2.496334167451069e-39
G3BP1	0.5602513958783533	6.019099891830129e-40	3.406225348508592e-39
NUDCD3	0.4590668265537028	6.127498098499596e-40	3.465161832385372e-39
SPAG5	0.5980994210972144	6.3997995993943675e-40	3.6166412576605206e-39
LPCAT1	0.7714218773032266	7.636553354608966e-40	4.312562251331148e-39
PLEKHG6	-0.7002373172271383	8.127846917375776e-40	4.58682995358e-39
PHF14	0.5220570485246565	8.961248049144969e-40	5.053647775258294e-39
IL1R2	-1.0870795364854038	9.351316772614726e-40	5.269977896268147e-39
TBL3	0.4900350237300932	9.503779149403034e-40	5.352197393813775e-39
PTPRR	-1.1434413643991235	1.0034142095506184e-39	5.64697679117955e-39
RBM26	0.4311731827365648	1.1080563919843182e-39	6.231574560579853e-39
WRAP73	0.3708961300888838	1.1198858643576697e-39	6.293758557690104e-39
TMEM254	-0.49369779412552006	1.1654766232324224e-39	6.545464509111654e-39
DERA	-0.3974935863308513	1.3779457214725977e-39	7.733388212314186e-39
LIMS1	0.5110580403118199	1.407070685812958e-39	7.891410198685336e-39
TUBGCP3	0.4639303069145502	1.4237798886820988e-39	7.979630201423949e-39
CPA3	-1.293773433862504	1.4680729868473139e-39	8.222217711215643e-39
IFT52	0.4869143344885405	1.4784845332259337e-39	8.274842349765202e-39
OPN3	-0.7699852891461614	1.482160927560146e-39	8.2897250505749e-39
RPL35	0.33235607735793415	1.6495871576006263e-39	9.219811898002403e-39
TDGF1	1.030936413755697	1.7149349783765595e-39	9.578481932001771e-39
SMPDL3B	-0.6746559496064828	1.7959177856252712e-39	1.0023927421274202e-38
CIAPIN1	0.3860911835283485	1.843139505168767e-39	1.0280454365243178e-38
CAT	-0.5496937999973568	1.8732509323013497e-39	1.0441259813490902e-38
TNFRSF1A	-0.4937204274085367	1.907444089087156e-39	1.0624580917273572e-38
MLXIPL	0.6286597541192762	2.1022070535341374e-39	1.1701424371072189e-38
VGLL4	0.43862488060509186	2.2075193519359975e-39	1.2279232217697232e-38
CRYBA2	-0.6677034507075659	2.280976635290404e-39	1.2679180491801843e-38
TOMM20	0.5173314823731774	2.4430854575747757e-39	1.357103162493309e-38
AKAP13	-0.4332200042254133	2.4726124418595035e-39	1.3725693997760963e-38
LAMA1	-1.3504881632224128	2.5497227373343778e-39	1.414410523249683e-38
POLG2	0.5033132465410803	2.6912661809736533e-39	1.491913476786007e-38
REXO4	0.4900562690230812	2.7962245393960118e-39	1.5490437642106118e-38
ASCC3	0.49903815791283446	2.8451303952709e-39	1.5750657330884892e-38
ORC3	0.4733377786954662	2.8731439550311413e-39	1.5894424862674332e-38
DDX50	0.42013012302432706	2.8750008893829872e-39	1.5894424862674332e-38
BMAL2	0.7272433662926163	2.941224112347846e-39	1.6249515451879727e-38
HIBCH	-0.5610334501441123	2.968883238078964e-39	1.6391212403187992e-38
ENY2	0.4081911548254187	3.049150704612161e-39	1.6822971626191265e-38
SLC39A1	0.3404277186624167	3.2494297838774787e-39	1.7915834444396192e-38
POMGNT1	0.4102612286931082	3.2780418384272845e-39	1.8061367776432685e-38
SLC1A4	0.6326489593582938	3.657888072166285e-39	2.014062831086693e-38
MOGS	0.4236008641201474	3.6727878142199356e-39	2.0209012760349936e-38
TRAPPC2L	0.4262196523848658	3.6822887548651125e-39	2.0247618801211742e-38
PRDX1	0.36611367940157535	4.5355532527537894e-39	2.4922605162974124e-38
SLCO1B3	1.4870143494854506	4.572566851478738e-39	2.5109061504514984e-38
WDR45B	0.361648486879675	4.75441248594059e-39	2.6090038618134595e-38
MEA1	0.32857063216220084	5.169397621030306e-39	2.834819731748046e-38
POU2AF1	-1.160021335105971	5.413705063526272e-39	2.966797751356798e-38
FABP1	-1.634098321451873	5.6277708983121e-39	3.082036629727507e-38
CPM	-1.0155733317613853	5.7623535982172635e-39	3.153621186828239e-38
SUSD6	-0.4851182999604138	6.294946473392456e-39	3.442786497427861e-38
GPN3	0.4581302370866682	6.332875697106154e-39	3.4612075154740476e-38
NDUFV2	-0.43848514781027426	7.790856121974522e-39	4.255206872518122e-38
MAGOH	0.46377974287244683	7.823913846567744e-39	4.2704001296504054e-38
CD27	-0.9024950699127752	7.84413439851948e-39	4.2785710316957995e-38
CCNB2	0.7945074826974139	8.205869885866268e-39	4.4728851973193455e-38
TIMM17B	0.43449229239782383	8.517862835918602e-39	4.639843866971971e-38
GAPDH	0.3858007348020802	8.882671633590234e-39	4.83533006961435e-38
PGF	0.5445960367683558	8.974733975023751e-39	4.882183388682814e-38
APOC2	0.9419004045909176	9.601015866914367e-39	5.219391480952981e-38
TCF20	0.37701471716622503	9.990281523914932e-39	5.427386942558853e-38
MVP	-0.5985917004105943	1.0446676852045248e-38	5.671550277636024e-38
RTF2	0.47369379714106863	1.0606303841238941e-38	5.754378828379236e-38
RRM1	0.6196800814417136	1.0648243807454581e-38	5.773289340448928e-38
KIF23	0.6485224518217434	1.1474438265253702e-38	6.217100892523432e-38
AUH	-0.5121412846894948	1.200215633989154e-38	6.498709103905394e-38
VAMP8	-0.5735528863419876	1.4157731369935883e-38	7.660780407278055e-38
TAF1B	0.4012987845375511	1.5866432640749115e-38	8.579665533474754e-38
STT3A	0.4586659239220552	1.6267156623639642e-38	8.790521175466808e-38
UBIAD1	0.4760916813217211	1.773799298761362e-38	9.578986405305725e-38
KLF6	-0.555522362858694	1.8083645034508136e-38	9.759180356702436e-38
CD2AP	-0.55290347030226	1.8948066531749445e-38	1.0218914240054682e-37
OSER1	0.5737097989437245	1.9131657356439e-38	1.0311102896668083e-37
CNOT9	0.4365736635532729	1.9660842320393162e-38	1.0589306283468861e-37
GPALPP1	0.5130952149534105	1.994519219423818e-38	1.073536137323956e-37
PDS5B	0.4294534265069192	2.1090954110476776e-38	1.1344566669721138e-37
TOMM40	0.533542256119679	2.1342358916140995e-38	1.147222182108397e-37
ZMIZ2	0.46484723255043114	2.40566575983382e-38	1.2922722661098087e-37
